system,query word,query datetime,dataset,openalex id,doi,title,publisher,year,type,publication venue,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2256016639,https://doi.org/10.1038/nature19057,"Analysis of protein-coding genetic variation in 60,706 humans",Nature,2016,article,Nature,Monkol Lek; Konrad J. Karczewski; Eric Vallabh Minikel; Kaitlin E. Samocha; Eric Banks; Timothy R. Fennell; Anne O'Donnell‐Luria; James S. Ware; Andrew Hill; Beryl B. Cummings; Taru Tukiainen; Daniel P. Birnbaum; Jack A. Kosmicki; Laramie E. Duncan; Karol Estrada; Fengmei Zhao; James Zou; Emma Pierce‐Hoffman; Joanne Berghout; D.N. Cooper; Nicole Deflaux; Mark A. DePristo; Ron Do; Jason Flannick; Menachem Fromer; Laura D. Gauthier; Jackie Goldstein; Namrata Gupta; Daniel P. Howrigan; Adam Kieżun; Mitja Kurki; Ami Levy Moonshine; Pradeep Natarajan; Lorena Orozco; Gina M. Peloso; Ryan Poplin; Manuel A. Rivas; Valentín Ruano-Rubio; Samuel A. Rose; Douglas M. Ruderfer; Khalid Shakir; Peter D. Stenson; Christine Stevens; Brett Thomas; Grace Tiao; Maria T. Tusie-Luna; Ben Weisburd; Hong‐Hee Won; Dongmei Yu; David Altshuler; Diego Ardissino; Michael Boehnke; John Danesh; Stacey Donnelly; Roberto Elosúa; José C. Florez; Stacey Gabriel; Gad Getz; Stephen J. Glatt; Christina M. Hultman; Sekar Kathiresan; Markku Laakso; Steven A. McCarroll; Mark I. McCarthy; Dermot McGovern; Ruth McPherson; Benjamin M. Neale; Aarno Palotie; Shaun Purcell; Danish Saleheen; Jeremiah M. Scharf; Pamela Sklar; Patrick F. Sullivan; Jaakko Tuomilehto; Ming T. Tsuang; Hugh Watkins; James G. Wilson; Mark J. Daly; Daniel G. MacArthur,"Broad Institute; Massachusetts General Hospital; Harvard University; Imperial College London; Jackson Laboratory; Cardiff University; Google (United States); Icahn School of Medicine at Mount Sinai; National Institute of Genomic Medicine; Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán; Samsung Medical Center; Sungkyunkwan University; University of Parma; University of Michigan-Ann Arbor; Hospital Del Mar; Hospital del Mar Research Institute; SUNY Upstate Medical University; Karolinska Institutet; Kuopio University Hospital; University of Eastern Finland; Centre for Human Genetics; University of Oxford; Cedars-Sinai Medical Center; University of Ottawa; Institute for Molecular Medicine Finland; University of Helsinki; University of Pennsylvania; Center for Non-Communicable Diseases; Allen Institute for Brain Science; University of North Carolina at Chapel Hill; University of California, San Diego; University of Mississippi Medical Center",42,10267.0,1579.6154,1.0,Genomics and Rare Diseases,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; AU; GB; FR; MX; KR; IT; ES; SE; FI; CA; PK,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W1912672559,https://doi.org/10.1038/nature15394,"An integrated map of structural variation in 2,504 human genomes",Nature,2015,article,Nature,Peter H. Sudmant; Tobias Rausch; Eugene J. Gardner; Robert E. Handsaker; Alexej Abyzov; John Huddleston; Yan Zhang; Kai Ye; Goo Jun; Markus Hsi-Yang Fritz; Miriam K. Konkel; Ankit Malhotra; Adrian M. Stütz; Xinghua Shi; Francesco Paolo Casale; Jieming Chen; Fereydoun Hormozdiari; Gargi Dayama; Ken Chen; Maika Malig; Mark Chaisson; Klaudia Walter; Sascha Meiers; Seva Kashin; Erik Garrison; Adam Auton; Hugo Y. K. Lam; Xinmeng Jasmine Mu; Can Alkan; Danny Antaki; Taejeong Bae; Eliza Cerveira; Peter S. Chines; Zechen Chong; Laura Clarke; Elif Dal; Li Ding; Sarah B. Emery; Xian Fan; Madhusudan Gujral; Fatma Kahveci; Jeffrey M. Kidd; Yu Kong; Eric-Wubbo Lameijer; Shane McCarthy; Paul Flicek; Richard A. Gibbs; Gábor Marth; Christopher E. Mason; Androniki Menelaou; Donna M. Muzny; Bradley J. Nelson; Amina Noor; Nicholas F. Parrish; Matthew Pendleton; Andrew Quitadamo; Benjamin Raeder; Eric E. Schadt; Mallory Romanovitch; Andreas Schlattl; Robert Sebra; Andrey A. Shabalin; Andreas Untergasser; Jerilyn A. Walker; Min Wang; Fuli Yu; Chengsheng Zhang; Jing Zhang; Xiangqun Zheng-Bradley; Wanding Zhou; Thomas Zichner; Jonathan Sebat; Mark A. Batzer; Steven A. McCarroll; Ryan E. Mills; Mark Gerstein; Ali Bashir; Oliver Stegle; Scott E. Devine; Charles Lee; Evan E. Eichler; Jan O. Korbel,"University of Washington; European Molecular Biology Laboratory; University of Maryland, Baltimore; Broad Institute; Harvard University; Lemuel Shattuck Hospital; Mayo Clinic; Howard Hughes Medical Institute; Whitney Museum of American Art; Yale University; Washington University in St. Louis; Statistical Service; The University of Texas Health Science Center at Houston; Louisiana State University; Jackson Laboratory; University of North Carolina at Charlotte; European Bioinformatics Institute; Wellcome Trust; State Street (United States); University of Michigan; The University of Texas MD Anderson Cancer Center; Wellcome Sanger Institute; Boston College; Albert Einstein College of Medicine; ZIN Technologies (United States); Bilkent University; University of California San Diego; National Institutes of Health; National Human Genome Research Institute; Leiden University Medical Center; Baylor College of Medicine; Prince Sattam Bin Abdulaziz University; Cornell University; MIND Research Institute; University Medical Center Utrecht; University of Oxford; Science Oxford; Icahn School of Medicine at Mount Sinai; Kyoto University; Virginia Commonwealth University; Heidelberg University; Ewha Womans University",42,2633.0,164.7177,0.99988284,Genetic Associations and Epidemiology,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; DE; CY; GB; TR; NL; SA; JP; KR,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3126160703,https://doi.org/10.1038/s41586-021-03205-y,"Sequencing of 53,831 diverse genomes from the NHLBI TOPMed Program",Nature,2021,article,Nature,Daniel Taliun; Daniel Harris; Michael D. Kessler; Jedidiah Carlson; Zachary A. Szpiech; Raúl Torres; Sarah A. Gagliano Taliun; André Corvelo; Stephanie M. Gogarten; Hyun Min Kang; Achilleas Pitsillides; Jonathon LeFaive; Seung‐been Lee; Xiaowen Tian; Brian L. Browning; Sayantan Das; Anne‐Katrin Emde; Wayne E. Clarke; Douglas P. Loesch; Amol C. Shetty; Thomas W. Blackwell; Albert V. Smith; Quenna Wong; Xiaoming Liu; Matthew P. Conomos; Dean Bobo; François Aguet; Christine M. Albert; Álvaro Alonso; Kristin Ardlie; Dan E. Arking; Stella Aslibekyan; Paul L. Auer; John Barnard; R. Graham Barr; Lucas Barwick; Lewis C. Becker; Rebecca Beer; Emelia J. Benjamin; Lawrence F. Bielak; John Blangero; Michael Boehnke; Donald W. Bowden; Jennifer A. Brody; Esteban G. Burchard; Brian E. Cade; James F. Casella; Brandon Chalazan; Daniel I. Chasman; Yii‐Der Ida Chen; Michael H. Cho; Seung Hoan Choi; Mina K. Chung; Clary B. Clish; Adolfo Correa; Joanne E. Curran; Brian Custer; Dawood Darbar; Michelle Daya; Mariza de Andrade; Dawn L. DeMeo; Susan K. Dutcher; Patrick T. Ellinor; Leslie S. Emery; Celeste Eng; Diane Fatkin; Tasha E. Fingerlin; Lukas Forer; Myriam Fornage; Nora Franceschini; Christian Fuchsberger; Stephanie M. Fullerton; Søren Germer; Mark T. Gladwin; Daniel J. Gottlieb; Xiuqing Guo; Michael E. Hall; Jiang He; Nancy L. Heard‐Costa; Susan R. Heckbert; Marguerite R. Irvin; Jill M. Johnsen; Andrew D. Johnson; Robert C. Kaplan; Sharon L. R. Kardia; Tanika N. Kelly; Shannon Kelly; Eimear E. Kenny; Douglas P. Kiel; Robert Klemmer; Barbara A. Konkle; Charles Kooperberg; Anna Köttgen; Leslie A. Lange; Jessica Lasky‐Su; Daniel Levy; Xihong Lin; Keng‐Han Lin; Chunyu Liu; Ruth J. F. Loos,"University of Michigan; University of Maryland, Baltimore; University of Washington; Pennsylvania State University; University of California, San Francisco; New York Genome Center; Boston University; University of Washington Medical Center; University of South Florida; Icahn School of Medicine at Mount Sinai; Broad Institute; Massachusetts General Hospital; Emory University; Johns Hopkins University; Johns Hopkins Medicine; University of Alabama at Birmingham; University of Wisconsin-Milwaukee; Cleveland Clinic; Columbia University Irving Medical Center; Emmes (United States); National Institutes of Health; National Heart Lung and Blood Institute; The University of Texas Rio Grande Valley; Wake Forest University; Brigham and Women's Hospital; Harvard University; University of British Columbia; UCLA Medical Center; Harbor-UCLA Medical Center; Cleveland Clinic Lerner College of Medicine; Case Western Reserve University; Jackson Memorial Hospital; University of Mississippi Medical Center; Pacific Research Institute; Vitalant; University of Illinois Chicago; University of Colorado Anschutz Medical Campus; Mayo Clinic in Arizona; James S. McDonnell Foundation; Washington University in St. Louis; Victor Chang Cardiac Research Institute; UNSW Sydney; St Vincent's Hospital Sydney; National Jewish Health; University of Colorado Denver; Innsbruck Medical University; Universität Innsbruck; The University of Texas Health Science Center at Houston; University of North Carolina at Chapel Hill; Eurac Research; Institute for Biomedicine; University of Pittsburgh; VA Boston Healthcare System; Circadian (United States); Tulane University; Bloodworks Northwest; Framingham Heart Study; Albert Einstein College of Medicine; UCSF Benioff Children's Hospital; Beth Israel Deaconess Medical Center; Hebrew SeniorLife; Fred Hutch Cancer Center; University of Freiburg; Child Health and Development Institute",108,2254.0,261.4644,0.99997441,Genetic Associations and Epidemiology,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; CA; AU; AT; IT; DE,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2081263136,https://doi.org/10.1001/jama.2009.1643,Genome-wide Association Studies and Human Disease,American Medical Association,2009,article,JAMA,Peter M. Visscher; Grant W. Montgomery,QIMR Berghofer Medical Research Institute,8,101.0,9.7822,0.98430628,Genetic Associations and Epidemiology,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,AU,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2217809488,https://doi.org/10.1038/nature04226,A haplotype map of the human genome,Nature,2005,article,Nature,null/unknown,null/unknown,105,5896.0,258.8051,1.0,RNA and protein synthesis mechanisms,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,null/unknown,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2119279196,https://doi.org/10.1038/nature06258,A second generation human haplotype map of over 3.1 million SNPs,Nature,2007,article,Nature,Sarah S. Murray; David A. Hinds; Laura L. Stuvé; Dennis G. Ballinger; David R. Cox; George M. Weinstock; Donna M. Muzny; David A. Wheeler; Imtaz Yakub; John W. Belmont; Erica Sodergren; Lynne Nazareth; Suzanne M. Leal; Jean-François Olivier; T. D. Willis; Andrew Boudreau; Paul Hardenbol; Albert V. Smith; Lalitha Krishnan; Shiran Pasternak; Marcela K. Tello-Ruiz; Richa Saxena; Paul I. W. de Bakker; Nick Patterson; Julian Maller; Mary Goyette; Yves Chrétien; Jessica Roy; Maura Faggart; Steve McCarroll; Brendan Blumenstiel; Huy Nguyen; Daniel J. Richter; Supriya Gupta; Melissa Parkin; Pardis C. Sabeti; Patrick Varilly; Alkes L. Price; Erich Stahl; Ellen Winchester; Rachel Barry; Chris Spencer; Fuli Yu; S. F. Schaffner; Bruce W. Birren; Mark J. Daly; Liuda Ziaugra; Jeff Barrett; Jamie Moore; Amy L. Camargo; Matthew DeFelice; Robert C. Onofrio; Hongbin Zhao; Hui Zhao; Xiaoli Tang; Weitao Hu; Wei Wang; Bo Zhang; Wei Lin; Qingrun Zhang; Siqi Liu; Changqing Zeng; Haoran Hu; Jun Yu; Jun Zhou; Hao Pan; Jian Wang; Yang Gao; Chaohua Li; Shaun Purcell; Zhijian Yao; Yayun Shen; Ying Wang; Weiwei Sun; Yungang He; Xun Chu; Yangfan Liu; Xiaoyan Xiong; Liang Xu; Haifeng Wang; Yi Wang; Jin Li; Stephen Kwok‐Wing Tsui; J. Tze‐Fei Wong; Arthur L. Holden; Jian-Bing Fan; Stéphanie Roumy; Kevin L. Gunderson; Arnold Oliphant; Mark S. Chee; Andrei Verner; Michael Phillips; Fanny Chagnon,"Scripps Research Institute; Perlegen (United States); Baylor College of Medicine; Baylor Genetics; Pacific Biosciences (United States); Broad Institute; Chinese Academy of Sciences; Affymax (United States); Cold Spring Harbor Laboratory; Massachusetts General Hospital; Harvard University Press; Beijing Institute of Genomics; Fudan University; Chinese University of Hong Kong; Hong Kong University of Science and Technology; Illumina (United States); McGill University; Chinese National Human Genome Center; Chinese National Human Genome Center at Shanghai; Université de Montréal; Ontario Institute for Cancer Research; University of California, San Francisco; Washington University in St. Louis; Ministry of Science and Technology of the People's Republic of China; University of Hong Kong; Complete Genomics (United States); Prognosys Biosciences (United States); McGill University and Génome Québec Innovation Centre",61,4573.0,275.6046,0.99993849,Genetic Associations and Epidemiology,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,US; CN; HK; CA,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2107916366,https://doi.org/10.1038/nature09298,Integrating common and rare genetic variation in diverse human populations,Nature,2010,article,Nature,David M Altshuler; David Altshuler; Leena Peltonen; Emmanouil Dermitzakis; Emmanouil T. Dermitzakis; S. F. Schaffner; Penelope E. Bonnen; Richard A Gibbs; Paul I. W. de Bakker; Panos Deloukas; Stacey B. Gabriel; Rhian Gwilliam; Sarah Hunt; Michael Inouye; Xiaoming Jia; Aarno Palotie; Melissa Parkin; Pamela Whittaker; Kyle Chang; Alicia Hawes; Lora Lewis; Yanru Ren; David A. Wheeler; Donna Marie Muzny; Donna M. Muzny; C. Barnes; Katayoon Darvishi; Matthew E. Hurles; Joshua M. Korn; Kati Kristiansson; Charles Lee; Steven A. McCarrol; James Nemesh; Stephen B Montgomery; Stephen B. Montgomery; Alkes L Price; Nicole Soranzo; Claudia Gonzaga-Jauregui; Claudia Gonzaga‐Jauregui; Fuli Yu; Verneri Anttila; Wendy Brodeur; Mark J. Daly; Stephen Leslie; Gil McVean; Loukas Moutsianas; Huy Nguyen; Qingrun Zhang; Mohammed J. R. Ghori; Ralph McGinnis; William McLaren; Alkes L. Price; Fumihiko Takeuchi; Sharon R. Grossman; Ilya Shlyakhter; Elizabeth Hostetter; Pardis C. Sabeti; Clement Adebamowo; Morris W. Foster; Deborah R Gordon; Júlio Licinio; María Cristina Manca; Patricia A. Marshall; Ichiro Matsuda; Duncan Ngare; Vivian Ota Wang; Deepa Reddy; Charles N. Rotimi; Charmaine Royal; Richard R. Sharp; Changqing Zeng; Lisa Brooks,Broad Institute,26,3184.0,143.3784,0.99988013,Genomics and Rare Diseases,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,green,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2108169091,https://doi.org/10.1371/journal.pgen.0020190,Population Structure and Eigenanalysis,Public Library of Science,2006,article,PLoS Genetics,Nick Patterson; Alkes L. Price; David Reich,Broad Institute; Harvard University,49,5628.0,36.8336,0.99885119,Genetic diversity and population structure,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2157752701,https://doi.org/10.1038/ng1847,Principal components analysis corrects for stratification in genome-wide association studies,Nature,2006,article,Nature Genetics,Alkes L. Price; Nick J. Patterson; Robert M. Plenge; Michael E. Weinblatt; Nancy A. Shadick; David Reich,Broad Institute; Harvard University; Brigham and Women's Hospital,41,10631.0,120.8273,0.99993618,Genetic Associations and Epidemiology,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,Crossref,null/unknown,https://doi.org/10.1093/bioinformatics/btq559,Robust relationship inference in genome-wide association studies,Oxford University Press (OUP),2010,article,Bioinformatics,Ani Manichaikul; Josyf C. Mychaleckyj; Stephen S. Rich; Kathy Daly; Michèle Sale; Wei-Min Chen,null/unknown,19,3392.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2103441770,https://doi.org/10.1093/bioinformatics/btp324,Fast and accurate short read alignment with Burrows-Wheeler transform,Oxford University Press,2009,article,Bioinformatics,Heng Li; Richard Durbin,Wellcome Sanger Institute,34,62030.0,239.175,0.99998816,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,GB,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2124985265,https://doi.org/10.1186/gb-2009-10-3-r25,Ultrafast and memory-efficient alignment of short DNA sequences to the human genome,BioMed Central,2009,article,Genome biology,Ben Langmead; Cole Trapnell; Mihai Pop; Steven L. Salzberg,"University of Maryland, College Park",29,22839.0,908.7719,0.99999025,Algorithms and Data Compression,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2108234281,https://doi.org/10.1093/bioinformatics/btp352,The Sequence Alignment/Map format and SAMtools,Oxford University Press,2009,article,Bioinformatics,Heng Li; Bob Handsaker; Alec Wysoker; Tim Fennell; Jue Ruan; Nils Homer; Gábor Marth; Gonçalo R. Abecasis; Richard Durbin; 1000 Genome Project Data Processing Subgroup,"Boston College; Broad Institute; University of California, Los Angeles; Beijing Institute of Genomics; Wellcome Sanger Institute",4,66562.0,197.1448,0.99998224,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; CN; GB,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2150131459,https://doi.org/10.1093/bioinformatics/btr509,"A statistical framework for SNP calling, mutation discovery, association mapping and population genetical parameter estimation from sequencing data",Oxford University Press,2011,article,Bioinformatics,Heng Li,Broad Institute,45,7291.0,26.534,0.99725302,Genetic Associations and Epidemiology,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2149992227,https://doi.org/10.1093/bioinformatics/btr330,The variant call format and VCFtools,Oxford University Press,2011,article,Bioinformatics,Petr Danecek; Adam Auton; Gonçalo R. Abecasis; Cornelis A. Albers; Eric Banks; Mark A. DePristo; Robert E. Handsaker; Gerton Lunter; Gábor Marth; Stephen T. Sherry; Gil McVean; Richard Durbin; 1000 Genomes Project Analysis Group,Broad Institute; Wellcome Sanger Institute; Centre for Human Genetics,5,17407.0,90.4928,0.99965571,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; GB,False
GPT,Genomics,2026-04-27 12:00:00,Crossref,null/unknown,https://doi.org/10.1038/ng.806,A framework for variation discovery and genotyping using next-generation DNA sequencing data,Springer,2011,article,Nature Genetics,Mark A DePristo; Eric Banks; Ryan Poplin; Kiran V Garimella; Jared R Maguire; Christopher Hartl; Anthony A Philippakis; Guillermo del Angel; Manuel A Rivas; Matt Hanna; Aaron McKenna; Tim J Fennell; Andrew M Kernytsky; Andrey Y Sivachenko; Kristian Cibulskis; Stacey B Gabriel; David Altshuler; Mark J Daly,null/unknown,39,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4240924657,https://doi.org/10.12688/f1000research.15931.1,FastQ Screen: A tool for multi-genome mapping and quality control,Faculty of 1000,2018,preprint,F1000Research,Steven Wingett; Simon Andrews,Babraham Institute,11,1757.0,37.3946,0.99890139,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,GB,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2119180969,https://doi.org/10.1101/gr.107524.110,The Genome Analysis Toolkit: A MapReduce framework for analyzing next-generation DNA sequencing data,Cold Spring Harbor Laboratory Press,2010,article,Genome Research,Aaron McKenna; Matthew G. Hanna; Eric Banks; Andrey Sivachenko; Kristian Cibulskis; Andrew Kernytsky; Kiran Garimella; David Altshuler; Stacey Gabriel; Mark J. Daly; Mark A. DePristo,Broad Institute; Massachusetts General Hospital,27,29648.0,null/unknown,null/unknown,Algorithms and Data Compression,Artificial Intelligence,Computer Science,Physical Sciences,True,bronze,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2950121474,https://doi.org/10.1038/s41592-018-0001-7,Accurate detection of complex structural variations using single-molecule sequencing,Nature,2018,article,Nature Methods,Fritz J. Sedlazeck; Philipp Rescheneder; Moritz Smolka; Han Fang; Maria Nattestad; Arndt von Haeseler; Michael C. Schatz,Baylor College of Medicine; Max Perutz Labs; Medical University of Vienna; Cold Spring Harbor Laboratory; University of Vienna; Johns Hopkins University; Johns Hopkins Medicine,50,1900.0,72.5679,0.9996804,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,US; AT,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W1966822396,https://doi.org/10.1101/gr.089532.108,ABySS: A parallel assembler for short read sequence data,Cold Spring Harbor Laboratory Press,2009,article,Genome Research,Jared T. Simpson; Kim Wong; Shaun D. Jackman; Jacqueline E. Schein; Steven J.M. Jones; İnanç Birol,BC Cancer Agency,33,3753.0,null/unknown,null/unknown,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,CA,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2160969485,https://doi.org/10.1101/gr.074492.107,Velvet: Algorithms for de novo short read assembly using de Bruijn graphs,Cold Spring Harbor Laboratory Press,2008,article,Genome Research,Daniel R. Zerbino; Ewan Birney,European Bioinformatics Institute; Wellcome Trust,39,9684.0,null/unknown,null/unknown,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,GB,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2120902911,https://doi.org/10.1089/cmb.2012.0021,SPAdes: A New Genome Assembly Algorithm and Its Applications to Single-Cell Sequencing,"Mary Ann Liebert, Inc.",2012,article,Journal of Computational Biology,Anton Bankevich; Sergey Nurk; Dmitry Antipov; Alexey Gurevich; Mikhail Dvorkin; Alexander S. Kulikov; Valery M. Lesin; Sergey Nikolenko; Son Pham; Andrey D. Prjibelski; Alexey Pyshkin; Alexander Sirotkin; Nikolay Vyahhi; Glenn Tesler; Max A. Alekseyev; Pavel A. Pevzner,Saint Petersburg Academic University; St. Petersburg Department of Steklov Institute of Mathematics; Steklov Mathematical Institute; University of California System; University of California San Diego; University of South Carolina,43,26746.0,93.2428,0.99986127,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,RU; US,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2950354111,https://doi.org/10.1101/gr.215087.116,Canu: scalable and accurate long-read assembly via adaptive <i>k</i> -mer weighting and repeat separation,Cold Spring Harbor Laboratory Press,2017,article,Genome Research,Sergey Koren; Brian P. Walenz; Konstantin Berlin; Jason Miller; Nicholas H. Bergman; Adam M. Phillippy,National Institutes of Health; National Human Genome Research Institute; Inova Fairfax Hospital; J. Craig Venter Institute; Chemring Countermeasures (United Kingdom),73,8077.0,null/unknown,null/unknown,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,US; GB,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2789843538,https://doi.org/10.1093/bioinformatics/bty191,Minimap2: pairwise alignment for nucleotide sequences,Oxford University Press,2018,article,Bioinformatics,Heng Li,Broad Institute,45,16306.0,367.5431,0.99997503,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W1982855075,https://doi.org/10.1371/journal.pone.0112963,Pilon: An Integrated Tool for Comprehensive Microbial Variant Detection and Genome Assembly Improvement,Public Library of Science,2014,article,PLoS ONE,Bruce J. Walker; Thomas Abeel; Terrance Shea; Margaret Priest; Amr Abouelliel; Sharadha Sakthikumar; Christina A. Cuomo; Qiandong Zeng; Jennifer R. Wortman; Sarah Young; Ashlee M. Earl,Broad Institute; VIB-UGent Center for Plant Systems Biology; Ghent University,46,10046.0,47.233,0.99940158,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,US; BE,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2155628349,https://doi.org/10.1093/bioinformatics/btv351,BUSCO: assessing genome assembly and annotation completeness with single-copy orthologs,Oxford University Press,2015,article,Bioinformatics,Felipe A. Simão; Robert M. Waterhouse; Panagiotis Ioannidis; Evgenia V. Kriventseva; Evgeny M. Zdobnov,University of Geneva; SIB Swiss Institute of Bioinformatics,16,14290.0,232.0289,0.99997789,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,CH,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2107772251,https://doi.org/10.1093/bioinformatics/btt086,QUAST: quality assessment tool for genome assemblies,Oxford University Press,2013,article,Bioinformatics,Alexey Gurevich; Vladislav Saveliev; Nikolay Vyahhi; Glenn Tesler,"Saint Petersburg Academic University; University of California, San Diego",17,11119.0,67.7565,0.9996323,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,green,journal,False,English,RU; US,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3119984181,https://doi.org/10.1093/nargab/lqaa108,BRAKER2: automatic eukaryotic genome annotation with GeneMark-EP+ and AUGUSTUS supported by a protein database,Oxford University Press,2021,article,NAR Genomics and Bioinformatics,Tomáš Brůna; Katharina J. Hoff; Alexandre Lomsadze; Mario Stanke; Mark Borodovsky,Georgia Institute of Technology; Universität Greifswald; The Wallace H. Coulter Department of Biomedical Engineering,53,1779.0,112.8524,0.99984906,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,US; DE,False
