system,query word,query datetime,dataset,openalex id,doi,title,publisher,year,type,publication venue,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2997359900,https://doi.org/10.48550/arxiv.2001.06782,Gradient Surgery for Multi-Task Learning,Cornell University,2020.0,preprint,arXiv,Tianhe Yu; Saurabh Kumar; Abhishek Gupta; Sergey Levine; Karol Hausman; Chelsea Finn,"Stanford University; University of California, Berkeley; Google (United States)",56.0,108.0,null/unknown,null/unknown,Domain Adaptation and Few-Shot Learning,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W1641379095,https://doi.org/10.1016/b978-1-55860-307-3.50049-6,Multi-Agent Reinforcement Learning: Independent vs. Cooperative Agents,Elsevier,1993.0,book chapter,Elsevier eBooks,Ming Tan,null/unknown,12.0,1817.0,14.1523,0.99390393,AI-based Problem Solving and Planning,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,ebook platform,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2623431351,https://doi.org/10.48550/arxiv.1706.02275,Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments,Cornell University,2017.0,preprint,arXiv,Ryan Lowe,null/unknown,38.0,1014.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2946606218,https://doi.org/10.48550/arxiv.1905.05408,QTRAN: Learning to Factorize with Transformation for Cooperative Multi-Agent Reinforcement Learning,Cornell University,2019.0,article,arXiv,Kyunghwan Son; Dae Woo Kim; Wan Ju Kang; David Earl Hostallero; Yung Yi,Korea Advanced Institute of Science and Technology,0.0,222.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,KR,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2794643322,https://doi.org/10.48550/arxiv.1803.11485,QMIX: Monotonic Value Function Factorisation for Deep Multi-Agent Reinforcement Learning,Cornell University,2018.0,preprint,arXiv,Tabish Rashid; Mikayel Samvelyan; Christian Schroeder de Witt; Gregory Farquhar; Jakob Foerster; Shimon Whiteson,University of Oxford; Meta (Israel),77.0,352.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,GB; IL,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Semantic Scholar,null/unknown,null/unknown,Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments,null/unknown,2017.0,null/unknown,Neural Information Processing Systems,Ryan Lowe; Yi Wu; Aviv Tamar; J. Harb; P. Abbeel; Igor Mordatch,null/unknown,38.0,5688.0,null/unknown,null/unknown,Computer Science; Mathematics,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2617547828,https://doi.org/10.1609/aaai.v32i1.11794,Counterfactual Multi-Agent Policy Gradients,Association for the Advancement of Artificial Intelligence,2018.0,article,Proceedings of the AAAI Conference on Artificial Intelligence,Jakob Foerster; Gregory Farquhar; Triantafyllos Afouras; Nantas Nardelli; Shimon Whiteson,University of Oxford,61.0,1599.0,31.8309,0.99566246,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,conference,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Crossref,null/unknown,https://doi.org/10.1007/978-0-387-30164-8_417,Inverse Reinforcement Learning,Springer,2011.0,book chapter,Encyclopedia of Machine Learning,Pieter Abbeel; Andrew Y. Ng,null/unknown,11.0,13.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W1999874108,https://doi.org/10.1145/1015330.1015430,Apprenticeship learning via inverse reinforcement learning,null/unknown,2004.0,article,null/unknown,Pieter Abbeel; Andrew Y. Ng,Stanford University,14.0,2850.0,14.8014,0.98885914,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2098774185,https://doi.org/10.1184/r1/6555512,Maximum Entropy Inverse Reinforcement Learning,Carnegie Mellon University,2018.0,article,Research Showcase @ Carnegie Mellon University (Carnegie Mellon University),Brian D. Ziebart; Andrew L. Maas; J. Andrew Bagnell; Anind K. Dey,Carnegie Mellon University,11.0,2055.0,201.0342,0.99988936,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2766610320,https://doi.org/10.48550/arxiv.1710.11248,Learning Robust Rewards with Adversarial Inverse Reinforcement Learning,Cornell University,2017.0,preprint,arXiv,Justin Fu; Katie Luo; Sergey Levine,"University of California, Berkeley; Google (United States)",0.0,80.0,null/unknown,null/unknown,Receptor Mechanisms and Signaling,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2434014514,https://doi.org/10.48550/arxiv.1606.03476,Generative Adversarial Imitation Learning,Cornell University,2016.0,preprint,arXiv,Jonathan Ho; Stefano Ermon,OpenAI (United States); Stanford University,21.0,369.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W3033324992,https://doi.org/10.48550/arxiv.2006.04779,Conservative Q-Learning for Offline Reinforcement Learning,Cornell University,2020.0,preprint,arXiv,Aviral Kumar; Aurick Zhou; George Tucker; Sergey Levine,"University of California, Berkeley",60.0,535.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2991355586,https://doi.org/10.48550/arxiv.1911.11361,Behavior Regularized Offline Reinforcement Learning,Cornell University,2019.0,preprint,arXiv,Yifan Wu; George Tucker; Ofir Nachum,Carnegie Mellon University; Google (United States),33.0,249.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2159600763,null/unknown,Potential-based shaping in model-based reinforcement learning,null/unknown,2008.0,article,null/unknown,John Asmuth; Michael L. Littman; Robert Zinkov,"Rutgers, The State University of New Jersey",11.0,70.0,8.2103,0.97299981,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W1777239053,null/unknown,Policy Invariance Under Reward Transformations: Theory and Application to Reward Shaping,null/unknown,1999.0,article,null/unknown,Andrew Y. Ng; Daishi Harada; Stuart Russell,null/unknown,1.0,1629.0,11.9626,0.98084237,Economic Policies and Impacts,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,null/unknown,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2556958149,https://doi.org/10.48550/arxiv.1611.01224,Sample Efficient Actor-Critic with Experience Replay,Cornell University,2016.0,preprint,arXiv,Ziyu Wang; Victor Bapst; Nicolas Heess; Volodymyr Mnih; Rémi Munos; Koray Kavukcuoglu; Nando de Freitas,Google (United States); Goethe University Frankfurt,26.0,222.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US; DE,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2908064123,null/unknown,Recurrent Experience Replay in Distributed Reinforcement Learning.,null/unknown,2018.0,article,International Conference on Learning Representations,Steven Kapturowski; Georg Ostrovski; John Quan; Rémi Munos; Will Dabney,Google (United States),18.0,268.0,15.3301,0.98935331,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,conference,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2786036274,https://doi.org/10.48550/arxiv.1802.01561,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Cornell University,2018.0,preprint,arXiv,Lasse Espeholt; Hubert Soyer; Rémi Munos; Karen Simonyan; Volodymir Mnih; Tom Ward; Yotam Doron; Vlad Firoiu; Tim Harley; Iain Dunning; Shane Legg; Koray Kavukcuoglu,Google (United States); National Institute of Informatics; University College London,3.0,612.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US; JP; GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Semantic Scholar,null/unknown,null/unknown,Recurrent Experience Replay in Distributed Reinforcement Learning,null/unknown,2018.0,null/unknown,International Conference on Learning Representations,Steven Kapturowski; Georg Ostrovski; John Quan; R. Munos; Will Dabney,null/unknown,18.0,546.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Semantic Scholar,null/unknown,https://doi.org/10.1038/s41586-020-03051-4,"Mastering Atari, Go, chess and shogi by planning with a learned model",null/unknown,2019.0,null/unknown,Nature,Julian Schrittwieser; Ioannis Antonoglou; T. Hubert; K. Simonyan; L. Sifre; Simon Schmitt; A. Guez; Edward Lockhart; D. Hassabis; T. Graepel; T. Lillicrap; David Silver,null/unknown,76.0,2447.0,null/unknown,null/unknown,Computer Science; Mathematics; Medicine,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2992977009,https://doi.org/10.48550/arxiv.1912.01603,Dream to Control: Learning Behaviors by Latent Imagination,Cornell University,2019.0,preprint,arXiv,Danijar Hafner; Timothy Lillicrap; Jimmy Ba; Mohammad Norouzi,University of Toronto; University College London; Google (United States),65.0,137.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,CA; GB; US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2962717849,https://doi.org/10.13140/rg.2.2.35439.18085,Successor Features for Transfer in Reinforcement Learning,University College London,2019.0,article,UCL Discovery (University College London),André Barreto; Will Dabney; Rémi Munos; Jonathan J. Hunt; Tom Schaul; David Silver; Hado P. van Hasselt,McGill University; Amazon (United States); Google (United States),0.0,208.0,25.0341,0.99625514,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,repository,False,English,CA; US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W567721252,null/unknown,Universal Value Function Approximators,null/unknown,2015.0,article,null/unknown,Tom Schaul; Daniel Horgan; Karol Gregor; David Silver,DeepMind (United Kingdom); Google (United Kingdom),24.0,612.0,46.2939,0.9983344,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2614839826,https://doi.org/10.1109/cvprw.2017.70,Curiosity-Driven Exploration by Self-Supervised Prediction,null/unknown,2017.0,preprint,null/unknown,Deepak Pathak; Pulkit Agrawal; Alexei A. Efros; Trevor Darrell,"University of California, Berkeley; University of California System",41.0,688.0,88.3455,0.99936805,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,null/unknown,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2885550588,https://doi.org/10.48550/arxiv.1808.04355,Large-Scale Study of Curiosity-Driven Learning,Cornell University,2018.0,preprint,arXiv,Yuri Burda; Harri Edwards; Deepak Pathak; Amos Storkey; Trevor Darrell; Alexei A. Efros,"OpenAI (United States); University of California, Berkeley",41.0,365.0,null/unknown,null/unknown,Psychological and Educational Research Studies,Experimental and Cognitive Psychology,Psychology,Social Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2417786368,https://doi.org/10.48550/arxiv.1605.09674,VIME: Variational Information Maximizing Exploration,Cornell University,2016.0,preprint,arXiv,Rein Houthooft; Xi Chen; Yan Duan; John Schulman; Filip De Turck; Pieter Abbeel,null/unknown,39.0,376.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2913343212,https://doi.org/10.48550/arxiv.1810.01176,EMI: Exploration with Mutual Information,Cornell University,2018.0,article,arXiv,Hyoungseok Kim; Jaekyeom Kim; Yeonwoo Jeong; Sergey Levine; Hyun Oh Song,"Seoul National University; University of California, Berkeley",0.0,33.0,null/unknown,null/unknown,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,True,green,repository,False,English,KR; US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2948199691,https://doi.org/10.48550/arxiv.1906.04161,Self-Supervised Exploration via Disagreement,Cornell University,2019.0,preprint,arXiv,Deepak Pathak; Dhiraj Gandhi; Abhinav Gupta,"University of California, Berkeley; Meta (Israel)",40.0,17.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US; IL,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2788741142,https://doi.org/10.48550/arxiv.1802.06070,Diversity is All You Need: Learning Skills without a Reward Function,Cornell University,2018.0,preprint,arXiv,Benjamin Eysenbach; Abhishek Gupta; Julian Ibarz; Sergey Levine,"Carnegie Mellon University; University of California, Berkeley; Google (United States)",0.0,97.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Crossref,null/unknown,https://doi.org/10.1109/iros.2018.8593654,Learning to Pour using Deep Deterministic Policy Gradients,IEEE,2018.0,article,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Chau Do; Camilo Gordillo; Wolfram Burgard,null/unknown,30.0,20.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W4220747123,https://doi.org/10.1016/j.inffus.2022.03.003,Exploration in deep reinforcement learning: A survey,Elsevier,2022.0,article,Information Fusion,Paweł Ładosz; Lilian Weng; Minwoo Kim; Hyondong Oh,Ulsan National Institute of Science and Technology; OpenAI (United States),256.0,458.0,58.1879,0.9991883,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,journal,False,English,KR; US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Semantic Scholar,null/unknown,null/unknown,Safe Reinforcement Learning: A Survey,null/unknown,null/unknown,null/unknown,null/unknown,Xue-Song Wang; Rongjin Wang; Yu-Hu Cheng,null/unknown,117.0,16.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2616964725,https://doi.org/10.48550/arxiv.1705.10528,Constrained Policy Optimization,Cornell University,2017.0,preprint,arXiv,Joshua Achiam; David Held; Aviv Tamar; Pieter Abbeel,"Berkeley College; University of California, Berkeley; OpenAI (United States)",20.0,112.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Semantic Scholar,null/unknown,https://doi.org/10.1287/opre.2022.2382,Reliable Off-policy Evaluation for Reinforcement Learning,null/unknown,2020.0,null/unknown,Operational Research,Jie Wang; Rui Gao; H. Zha,null/unknown,53.0,15.0,null/unknown,null/unknown,Computer Science; Mathematics,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Crossref,null/unknown,https://doi.org/10.1609/aaai.v39i18.34086,Efficient Multi-Policy Evaluation for Reinforcement Learning,Association for the Advancement of Artificial Intelligence (AAAI),2025.0,article,Proceedings of the AAAI Conference on Artificial Intelligence,Shuze Daniel Liu; Claire Chen; Shangtong Zhang,null/unknown,0.0,0.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Crossref,null/unknown,https://doi.org/10.1109/siu.2012.6204703,Importance sampling for model-based reinforcement learning,IEEE,2012.0,article,2012 20th Signal Processing and Communications Applications Conference (SIU),Orhan Sonmez; A. Taylan Cemgil,null/unknown,9.0,0.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2909534157,https://doi.org/10.48550/arxiv.1901.08162,Causal Reasoning from Meta-reinforcement Learning,Cornell University,2019.0,preprint,arXiv,Ishita Dasgupta; Jane X. Wang; Silvia Chiappa; Jovana Mitrovic; Pedro A. Ortega; David Raposo; Edward Hughes; Peter Battaglia; Matthew Botvinick; Zeb Kurth‐Nelson,Harvard University Press,6.0,74.0,null/unknown,null/unknown,Bayesian Modeling and Causal Inference,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W1566073559,null/unknown,Inverse Reinforcement Learning in Partially Observable Environments,null/unknown,2009.0,article,null/unknown,Jaedeug Choi; Kee-Eung Kim,Korea Advanced Institute of Science and Technology,42.0,45.0,4.0647,0.93642171,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,KR,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2594466397,https://doi.org/10.48550/arxiv.1703.01988,Neural Episodic Control,Cornell University,2017.0,article,arXiv,"Alexander Pritzel; Benigno Uría; Sriram Srinivasan; Puigdomènech, Adrià; Oriol Vinyals; Demis Hassabis; Daan Wierstra; Charles Blundell",Google DeepMind (United Kingdom),41.0,92.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W3029753614,https://doi.org/10.48550/arxiv.2006.01107,Model-Based Reinforcement Learning with Value-Targeted Regression,Cornell University,2020.0,preprint,arXiv,Alex Ayoub; Zeyu Jia; Csaba Szepesvári; Mengdi Wang; Lin F. Yang,null/unknown,44.0,71.0,null/unknown,null/unknown,Advanced Bandit Algorithms Research,Management Science and Operations Research,Decision Sciences,Social Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W3098696050,https://doi.org/10.48550/arxiv.2011.03506,The Value Equivalence Principle for Model-Based Reinforcement Learning,Cornell University,2020.0,preprint,arXiv,Christopher Grimm,University of Michigan-Ann Arbor,42.0,11.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W3101710896,null/unknown,Non-Crossing Quantile Regression for Distributional Reinforcement Learning,null/unknown,2020.0,article,Neural Information Processing Systems,Fan Zhou; Jianing Wang; Xingdong Feng,University of Electronic Science and Technology of China; Shanghai University of Finance and Economics,0.0,15.0,0.9014,0.81710526,Face and Expression Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,False,closed,conference,False,English,CN,True
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2945924974,https://doi.org/10.48550/arxiv.1905.10615,Adversarial Policies: Attacking Deep Reinforcement Learning,Cornell University,2019.0,preprint,arXiv,Adam Gleave; Michael D. Dennis; Cody Wild; Neel Kant; Sergey Levine; Stuart Russell,"University of California, Berkeley; Nvidia (United Kingdom); Google (United States)",33.0,92.0,null/unknown,null/unknown,Adversarial Robustness in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US; GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Crossref,null/unknown,https://doi.org/10.1142/9789811292552_0013,Federated Reinforcement Learning,WORLD SCIENTIFIC,2024.0,book chapter,Federated Learning,null/unknown,null/unknown,0.0,1.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Crossref,null/unknown,https://doi.org/10.1145/1273496.1273624,Multi-task reinforcement learning,ACM,2007.0,article,Proceedings of the 24th international conference on Machine learning,Aaron Wilson; Alan Fern; Soumya Ray; Prasad Tadepalli,null/unknown,11.0,100.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
