system,query word,query datetime,dataset,openalex id,doi,title,publisher,year,type,publication venue,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2983040767,https://doi.org/10.18653/v1/2020.acl-main.747,Unsupervised Cross-lingual Representation Learning at Scale,null/unknown,2020,preprint,null/unknown,Alexis Conneau; Kartikay Khandelwal; Naman Goyal; Vishrav Chaudhary; Guillaume Wenzek; Francisco Guzmán; Édouard Grave; Myle Ott; Luke Zettlemoyer; Veselin Stoyanov,Meta (Israel); Microsoft (United States); Johns Hopkins University,37.0,539.0,65.0016,0.99931433,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,IL; US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2148708890,https://doi.org/10.1184/r1/6472985,"A Simple, Fast, and Effective Reparameterization of IBM Model 2",Carnegie Mellon University,2018,article,Research Showcase @ Carnegie Mellon University (Carnegie Mellon University),Chris Dyer; Victor Chahuneau; Noah A. Smith,Carnegie Mellon University,8.0,839.0,81.588,0.99944124,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,https://doi.org/10.18653/v1/2020.acl-main.740,Don't Stop Pretraining: Adapt Language Models to Domains and Tasks,null/unknown,2020,null/unknown,Annual Meeting of the Association for Computational Linguistics,Suchin Gururangan; Ana Marasović; Swabha Swayamdipta; Kyle Lo; Iz Beltagy; Doug Downey; Noah A. Smith,null/unknown,77.0,2924.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,Crossref,null/unknown,https://doi.org/10.18653/v1/w19-4828,What Does BERT Look at? An Analysis of BERT's Attention,Association for Computational Linguistics,2019,article,Proceedings of the 2019 ACL Workshop BlackboxNLP: Analyzing and Interpreting Neural Networks for NLP,Kevin Clark; Urvashi Khandelwal; Omer Levy; Christopher D. Manning,null/unknown,0.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2946417913,https://doi.org/10.18653/v1/p19-1452,BERT Rediscovers the Classical NLP Pipeline,null/unknown,2019,article,null/unknown,Ian Tenney; Dipanjan Das; Ellie Pavlick,Google (United States); John Brown University,21.0,1266.0,112.8027,0.99966283,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,https://doi.org/10.18653/v1/N19-1419,A Structural Probe for Finding Syntax in Word Representations,null/unknown,2019,null/unknown,North American Chapter of the Association for Computational Linguistics,John Hewitt; Christopher D. Manning,null/unknown,29.0,1313.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2952984539,https://doi.org/10.18653/v1/p19-1459,Probing Neural Network Comprehension of Natural Language Arguments,null/unknown,2019,preprint,null/unknown,Timothy Niven; Hung‐Yu Kao,National Cheng Kung University,31.0,383.0,38.584,0.99809957,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,TW,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,https://doi.org/10.1145/3442188.3445922,On the Dangers of Stochastic Parrots: Can Language Models Be Too Big? 🦜,null/unknown,2021,null/unknown,"Conference on Fairness, Accountability and Transparency",Emily M. Bender; Timnit Gebru; Angelina McMillan-Major; Shmargaret Shmitchell,null/unknown,164.0,7010.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3034723486,https://doi.org/10.18653/v1/2020.acl-main.463,"Climbing towards NLU: On Meaning, Form, and Understanding in the Age of Data",null/unknown,2020,article,null/unknown,Emily M. Bender; Alexander Koller,University of Washington; Saarland University; Language Science (South Korea),69.0,902.0,67.8604,0.9993479,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; DE; KR,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2938704169,https://doi.org/10.48550/arxiv.1904.09751,The Curious Case of Neural Text Degeneration,Cornell University,2019,preprint,arXiv,Ari Holtzman; Jan Buys; Li Du; Maxwell Forbes; Yejin Choi,University of Washington; University of Cape Town,40.0,1103.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US; ZA,True
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4224308101,https://doi.org/10.48550/arxiv.2204.02311,PaLM: Scaling Language Modeling with Pathways,Cornell University,2022,preprint,arXiv,"Aakanksha Chowdhery; Sharan Narang; Jacob Devlin; Maarten Bosma; Gaurav Mishra; Adam Roberts; Paul Barham; Hyung Won Chung; Charles Sutton; Sebastian Gehrmann; Parker Schuh; Kensen Shi; Sasha Tsvyashchenko; Joshua Maynez; Abhishek S. Rao; Parker Barnes; Yi Tay; Noam Shazeer; Vinodkumar Prabhakaran; Emily Reif; Nan Du; Ben Hutchinson; Reiner Pope; James T. Bradbury; Jacob Austin; Michael Isard; Guy Gur-Ari; Pengcheng Yin; Toju Duke; Anselm Levskaya; Sanjay Ghemawat; Sunipa Dev; Henryk Michalewski; Xavier García; Vedant Misra; Kevin Robinson; Liam Fedus; Denny Zhou; Daphne Ippolito; David Luan; Hyeontaek Lim; Barret Zoph; Alexander Spiridonov; Ryan Sepassi; D. Dohan; Shivani Agrawal; Mark Omernick; Andrew M. Dai; Thanumalayan Sankaranarayana Pillai; Marie Pellat; Aitor Lewkowycz; Érica Rodrigues Moreira; Rewon Child; Oleksandr Polozov; Katherine Lee; Zongwei Zhou; Xuezhi Wang; Brennan Saeta; Mark Díaz; Orhan Fırat; Michele Catasta; Wei, Jason; Meier-Hellstern, Kathy; Douglas Eck; Jeff Dean; Slav Petrov; Noah Fiedel",null/unknown,0.0,2127.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4322718191,https://doi.org/10.48550/arxiv.2302.13971,LLaMA: Open and Efficient Foundation Language Models,Cornell University,2023,preprint,arXiv,Hugo Touvron; Thibaut Lavril; Gautier Izacard; Xavier Martinet; Marie-Anne Lachaux; Timothée Lacroix; Baptiste Rozière; Naman Goyal; Eric Hambro; Faisal Azhar; Aurelien Rodriguez; Armand Joulin; Édouard Grave; Guillaume Lample,null/unknown,0.0,3861.0,null/unknown,null/unknown,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,null/unknown,OPT: Open Pre-trained Transformer Language Models,null/unknown,2022,null/unknown,arXiv,Susan Zhang; Stephen Roller; Naman Goyal; Mikel Artetxe; Moya Chen; Shuohui Chen; Christopher Dewan; Mona T. Diab; Xian Li; Xi Victoria Lin; Todor Mihaylov; Myle Ott; Sam Shleifer; Kurt Shuster; Daniel Simig; Punit Singh Koura; Anjali Sridhar; Tianlu Wang; Luke Zettlemoyer,null/unknown,120.0,4662.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4308760226,https://doi.org/10.4230/oasics.commit2data.3,BLOOM: A 176B-Parameter Open-Access Multilingual Language Model,Cornell University,2022,article,arXiv,"Workshop, BigScience; :; Teven Le Scao; Fan, Angela; Akiki, Christopher; Pavlick, Ellie; Ilić, Suzana; Daniel Hesslow; Roman Castagné; Alexandra Sasha Luccioni; François Yvon; Matthias Gallé; Jonathan Tow; Alexander M. Rush; Stella Biderman; Albert Webson; Pawan Sasanka Ammanamanchi; Thomas J. Wang; Benoît Sagot; Niklas Muennighoff; A. Villanova del Moral; Olatunji Ruwase; Rachel Bawden; Stas Bekman; Angelina McMillan-Major; Iz Beltagy; Huu Du Nguyen; Lucile Saulnier; Samson Tan; Pedro Ortiz Suárez; Victor Sanh; Hugo Laurençon; Yacine Jernite; Launay, Julien; Margaret Mitchell; Colin Raffel; Aaron Gokaslan; Adi Simhi; Aitor Soroa; Aji, Alham Fikri; Amit Alfassy; Anna Rogers; Ariel Kreisberg Nitzav; Chi Xu; Chenghao Mou; Chris Chinenye Emezue; Christopher Klamm; Colin Leong; Daniel van Strien; David Ifeoluwa Adelani; Dragomir Radev; Eduardo González Ponferrada; Efrat Levkovizh; Ethan Kim; Eyal Bar Natan; Francesco De Toni; Gérard Dupont; Germán Kruszewski; Giada Pistilli; Hady Elsahar; Hamza Benyamina; Hieu Tran; Ian Yu; Idris Abdulmumin; Isaac Johnson; Itziar González-Dios; Javier de la Rosa; Jenny Chim; Jesse Dodge; Zhu, Jian; Jonathan Chang; Jörg Frohberg; Joseph Tobing; Joydeep Bhattacharjee; Khalid Almubarak; Kimbo Chen; Kyle Lo; Leandro Von Werra; Leon Weber; Long Phan; allal, Loubna Ben; Ludovic Tanguy; Manan Dey; Manuel Romero Muñoz; Maraim Masoud; María Grandury; Mario Šaško; Max T. Huang; Maximin Coavoux; Singh, Mayank; Mike Tian-Jian Jiang; Minh Chien Vu; Mohammad Ali Jauhar; Mustafa Ghaleb; Subramani, Nishant; Nora Kassner; Nurulaqilla Khamis; Olivier Nguyen; Omar Espejel; Ona de Gibert",null/unknown,0.0,280.0,38.8651,0.9983766,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3129831491,https://doi.org/10.1109/sc41405.2020.00024,ZeRO: Memory optimizations Toward Training Trillion Parameter Models,null/unknown,2020,article,null/unknown,Samyam Rajbhandari; Jeff Rasley; Olatunji Ruwase; Yuxiong He,null/unknown,53.0,709.0,26.3802,0.99752992,Advanced Neural Network Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4281758439,https://doi.org/10.48550/arxiv.2205.14135,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,Cornell University,2022,preprint,arXiv,Tri Dao; Daniel Y. Fu; Stefano Ermon; Atri Rudra; Christopher Ré,null/unknown,0.0,457.0,null/unknown,null/unknown,Advanced Neural Network Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4385572634,https://doi.org/10.18653/v1/2023.acl-long.754,Self-Instruct: Aligning Language Models with Self-Generated Instructions,null/unknown,2023,article,null/unknown,Yi‐Zhong Wang; Yeganeh Kordi; Swaroop Mishra; Alisa Liu; Noah A. Smith; Daniel Khashabi; Hannaneh Hajishirzi,Arizona State University; Allen Institute; Johns Hopkins University; University of Washington,38.0,534.0,90.6915,0.99968918,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2963167310,https://doi.org/10.18653/v1/d16-1127,Deep Reinforcement Learning for Dialogue Generation,null/unknown,2016,article,null/unknown,Jiwei Li; Will Monroe; Alan Ritter; Dan Jurafsky; Michel Galley; Jianfeng Gao,Stanford University; The Ohio State University; Microsoft (United States),56.0,1052.0,170.0806,0.99974205,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2964352131,https://doi.org/10.18653/v1/p16-1094,A Persona-Based Neural Conversation Model,null/unknown,2016,article,null/unknown,Jiwei Li; Michel Galley; Chris Brockett; Georgios Spithourakis; Jianfeng Gao; Bill Dolan,Stanford University; Microsoft Research (United Kingdom); University College London,37.0,907.0,97.4685,0.99991319,Persona Design and Applications,Human-Computer Interaction,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; GB,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2988937804,https://doi.org/10.18653/v1/2020.acl-demos.30,DIALOGPT : Large-Scale Generative Pre-training for Conversational Response Generation,null/unknown,2020,preprint,null/unknown,Yizhe Zhang; Siqi Sun; Michel Galley; Yen-Chun Chen; Chris Brockett; Xiang Gao; Jianfeng Gao; Jingjing Liu; Bill Dolan,null/unknown,25.0,1044.0,108.1146,0.99966676,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Crossref,null/unknown,https://doi.org/10.18653/v1/2021.eacl-main.24,Recipes for Building an Open-Domain Chatbot,Association for Computational Linguistics,2021,article,Proceedings of the 16th Conference of the European Chapter of the Association for Computational Linguistics: Main Volume,Stephen Roller; Emily Dinan; Naman Goyal; Da Ju; Mary Williamson; Yinhan Liu; Jing Xu; Myle Ott; Eric Michael Smith; Y-Lan Boureau; Jason Weston,null/unknown,58.0,261.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4226399820,https://doi.org/10.48550/arxiv.2201.08239,LaMDA: Language Models for Dialog Applications,Cornell University,2022,preprint,arXiv,Romal Thoppilan; Daniel De Freitas; Jamie Hall; Noam Shazeer; Apoorv Kulshreshtha; Heng-Tze Cheng; Alicia Jin; Taylor Bos; Leslie L. Baker; Yu Du; YaGuang Li; Hongrae Lee; Huaixiu Zheng; Amin Ghafouri; Marcelo Menegali; Yanping Huang; Maxim Krikun; Dmitry Lepikhin; James Qin; Dehao Chen; Yuanzhong Xu; Zhifeng Chen; Adam Roberts; Maarten Bosma; Vincent Zhao; Yanqi Zhou; Chung-Ching Chang; Igor Krivokon; Will Rusch; Marc Pickett; Pranesh Srinivasan; Laichee Man; K.S. Meier-Hellstern; Meredith Ringel Morris; Tulsee Doshi; Renelito Delos Santos; Toju Duke; Johnny Hartz Søraker; Ben Zevenbergen; Vinodkumar Prabhakaran; Mark Díaz; Ben Hutchinson; Kristen Olson; Alejandra Molina; Erin Hoffman-John; Josh Lee; Lora Aroyo; Ravi Rajakumar; Alena Butryna; Matthew S. Lamm; Viktoriya Kuzmina; Joe Fenton; Aaron J. Cohen; Rachel Bernstein; Ray Kurzweil; Blaise Aguera-Arcas; Claire Cui; Marian Croak; Ed H.; Quoc V. Le,null/unknown,0.0,705.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2963929190,https://doi.org/10.18653/v1/k16-1028,Abstractive Text Summarization using Sequence-to-sequence RNNs and Beyond,null/unknown,2016,preprint,null/unknown,Ramesh Nallapati; Bowen Zhou; Cícero dos Santos; Çağlar Gülçehre; Bing Xiang,IBM (United States); Université de Montréal,34.0,2191.0,263.2989,0.99987663,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; CA,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2612675303,https://doi.org/10.48550/arxiv.1705.04304,A Deep Reinforced Model for Abstractive Summarization,Cornell University,2017,preprint,arXiv,Romain Paulus; Caiming Xiong; Richard Socher,null/unknown,39.0,1274.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2745461083,https://doi.org/10.1109/cvpr.2018.00636,Bottom-Up and Top-Down Attention for Image Captioning and Visual Question Answering,null/unknown,2018,article,null/unknown,Peter Anderson; Xiaodong He; Chris Buehler; Damien Teney; Mark Johnson; Stephen Jay Gould; Lei Zhang,Australian National University; JDSU (United States); Microsoft Research (United Kingdom); University of Adelaide; Macquarie University,72.0,5019.0,243.0164,0.99991074,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,AU; US; GB,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2936695845,https://doi.org/10.48550/arxiv.1904.09675,BERTScore: Evaluating Text Generation with BERT,Cornell University,2019,preprint,arXiv,Tianyi Zhang; Varsha Kishore; Felix Wu; Kilian Q. Weinberger; Yoav Artzi,null/unknown,86.0,2032.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2970785793,https://doi.org/10.18653/v1/d19-1053,MoverScore: Text Generation Evaluating with Contextualized Embeddings and Earth Mover Distance,null/unknown,2019,article,null/unknown,Wei Zhao; Maxime Peyrard; Fei Liu; Yang Gao; Christian M. Meyer; Steffen Eger,Technical University of Darmstadt; University of Central Florida,61.0,469.0,33.8267,0.99773201,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,DE; US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2962369866,https://doi.org/10.48550/arxiv.1904.12848,Unsupervised Data Augmentation for Consistency Training,Cornell University,2019,preprint,arXiv,Qizhe Xie; Zihang Dai; Eduard Hovy; Minh-Thang Luong; Quoc V. Le,null/unknown,74.0,1621.0,null/unknown,null/unknown,Domain Adaptation and Few-Shot Learning,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2938830017,https://doi.org/10.48550/arxiv.1904.09223,ERNIE: Enhanced Representation through Knowledge Integration,Cornell University,2019,preprint,arXiv,Yu Sun; Shuohuan Wang; Yukun Li; Shikun Feng; Xuyi Chen; Han Zhang; Xin Tian; Danxiang Zhu; Hao Tian; Hua Wu,Baidu (China),20.0,768.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,CN,True
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2970986510,https://doi.org/10.18653/v1/d19-1005,Knowledge Enhanced Contextual Word Representations,null/unknown,2019,article,null/unknown,Matthew E. Peters; Mark E Neumann; Robert Logan; Roy Schwartz; Vidur Joshi; Sameer Singh; Noah A. Smith,"Allen Institute for Artificial Intelligence; University of California, Irvine; University of Washington",78.0,672.0,60.2497,0.99895015,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3011574394,https://doi.org/10.1007/s11431-020-1647-3,Pre-trained models for natural language processing: A survey,Springer,2020,article,Science China Technological Sciences,Xipeng Qiu; Tianxiang Sun; Yige Xu; Yunfan Shao; Ning Dai; Xuanjing Huang,Fudan University,325.0,1472.0,128.1043,0.99977539,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,journal,False,English,CN,True
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3006881356,https://doi.org/10.1162/tacl_a_00349,A Primer in BERTology: What We Know About How BERT Works,Association for Computational Linguistics,2020,preprint,Transactions of the Association for Computational Linguistics,Anna Rogers; Olga Kovaleva; Anna Rumshisky,University of Copenhagen; University of Massachusetts Lowell,182.0,146.0,16.9992,0.99357428,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,journal,False,English,DK; US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2951286828,https://doi.org/10.18653/v1/p19-1334,Right for the Wrong Reasons: Diagnosing Syntactic Heuristics in Natural Language Inference,null/unknown,2019,article,null/unknown,Tom McCoy; Ellie Pavlick; Tal Linzen,Johns Hopkins University; John Brown University,55.0,907.0,87.5414,0.99949425,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2963969878,https://doi.org/10.18653/v1/d17-1215,Adversarial Examples for Evaluating Reading Comprehension Systems,null/unknown,2017,article,null/unknown,Robin Jia; Percy Liang,Stanford University; Laboratoire d'Informatique de Paris-Nord,42.0,1285.0,113.8495,0.99958474,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; FR,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2970290563,https://doi.org/10.18653/v1/d19-1221,Universal Adversarial Triggers for Attacking and Analyzing NLP,null/unknown,2019,preprint,null/unknown,Eric Wallace; Shi Feng; Nikhil Kandpal; Matt Gardner; Sameer Singh,"Allen Institute for Artificial Intelligence; University of Maryland, College Park; University of California, Irvine",34.0,34.0,2.0231,0.90152879,Adversarial Robustness in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3170806096,https://doi.org/10.18653/v1/2021.naacl-main.37,DART: Open-Domain Structured Data Record to Text Generation,null/unknown,2021,article,null/unknown,Linyong Nan; Dragomir Radev; Rui Zhang; Amrit Rau; Abhinand Sivaprasad; Chia-Chun Hsieh; Xiangru Tang; Aadit Vyas; Neha Verma; Pranav Krishna; Yangxiaokang Liu; Nadia Irwanto; Jessica Pan; Faiaz Rahman; Ahmad Zaidi; Mutethia Mutuma; Yasin Tarabar; Ankit Gupta; Yu Tao; Yi Chern Tan; Xi Lin; Caiming Xiong; Richard Socher; Nazneen Fatema Rajani,Yale University; Salesforce (United States); Pennsylvania State University; University of Hong Kong; Moscow Institute of Thermal Technology,53.0,80.0,8.9555,0.98206084,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; HK; RU,True
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2944815030,https://doi.org/10.48550/arxiv.1905.02450,MASS: Masked Sequence to Sequence Pre-training for Language Generation,Cornell University,2019,preprint,arXiv,Kaitao Song; Xu Tan; Tao Qin; Jianfeng Lu; Tie‐Yan Liu,null/unknown,0.0,580.0,null/unknown,null/unknown,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,null/unknown,Unified Language Model Pre-training for Natural Language Understanding and Generation,null/unknown,2019,null/unknown,Neural Information Processing Systems,Li Dong; Nan Yang; Wenhui Wang; Furu Wei; Xiaodong Liu; Yu Wang; Jianfeng Gao; M. Zhou; H. Hon,null/unknown,48.0,1659.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2996264288,https://doi.org/10.48550/arxiv.1912.08777,PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization,Cornell University,2019,preprint,arXiv,Jingqing Zhang; Yao Zhao; Mohammad Saleh; Peter J. Liu,null/unknown,45.0,980.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2999210089,https://doi.org/10.48550/arxiv.2001.04063,ProphetNet: Predicting Future N-gram for Sequence-to-Sequence Pre-training,Cornell University,2020,preprint,arXiv,Weizhen Qi; Yu Yan; Yeyun Gong; Dayiheng Liu; Nan Duan; Jiusheng Chen; Ruofei Zhang; Ming Zhou,null/unknown,45.0,83.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4309591663,https://doi.org/10.48550/arxiv.2211.10435,PAL: Program-aided Language Models,Cornell University,2022,preprint,arXiv,Luyu Gao; Aman Madaan; Shuyan Zhou; Uri Alon; Pengfei Liu; Yiming Yang; Jamie Callan; Graham Neubig,null/unknown,0.0,104.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4320165837,https://doi.org/10.48550/arxiv.2302.04761,Toolformer: Language Models Can Teach Themselves to Use Tools,Cornell University,2023,preprint,arXiv,Timo Schick; Jane Dwivedi-Yu; Roberto Dessì; Roberta Răileanu; María Lomelí; Luke Zettlemoyer; Nicola Cancedda; Thomas Scialom,null/unknown,0.0,381.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,null/unknown,ReAct: Synergizing Reasoning and Acting in Language Models,null/unknown,2022,null/unknown,International Conference on Learning Representations,Shunyu Yao; Jeffrey Zhao; Dian Yu; Nan Du; Izhak Shafran; Karthik Narasimhan; Yuan Cao,null/unknown,66.0,7200.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4377130677,https://doi.org/10.48550/arxiv.2305.10601,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,Cornell University,2023,preprint,arXiv,Shunyu Yao; Dian Yu; Jeffrey Zhao; Izhak Shafran; Thomas L. Griffiths; Yuan Cao; Karthik Narasimhan,null/unknown,0.0,562.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
